TIME,SPEED,RPM,Intake Temp.,MAF (g/s),Engine Load,Fuel Rail Press.,AFR,Long B2 Trim,Timing Adv.,Coolant Temp.
2023-08-05 00:07:45.892008,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:46.142976,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:46.393866,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:46.644756,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:46.895549,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:47.146428,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:47.397334,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:47.648240,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:47.899109,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:48.149994,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:48.400869,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:48.651788,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:48.902684,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:49.153579,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:49.404400,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:49.655268,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:49.906276,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:50.157207,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:50.408110,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:50.658918,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:50.909808,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:51.160629,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:51.411455,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:51.662306,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:51.913232,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:52.164070,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:52.414903,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:52.665747,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:52.916589,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:53.167439,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:53.418222,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:53.669122,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:53.919972,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:54.171463,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:54.422308,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:54.673143,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:54.923974,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:55.174754,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:55.425655,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:55.676544,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:55.927400,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:56.178269,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:56.429173,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:56.680011,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:56.933642,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:57.184508,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:57.435585,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:57.686615,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:57.937638,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:58.188685,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:58.439673,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:58.690556,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:58.941477,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:59.192380,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:59.443263,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:59.694178,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:07:59.944983,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:00.195848,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:00.446767,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:00.697697,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:00.948609,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:01.199538,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:01.450357,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:01.701317,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:01.952205,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:02.203044,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:02.453930,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:02.704726,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:02.955548,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:03.206546,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:03.457477,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:03.708333,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:03.959206,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:04.210115,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:04.461168,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:04.712035,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:04.962905,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:05.213719,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:05.464560,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:05.715435,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:05.966296,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:06.217344,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:06.468253,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:06.719149,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:06.970020,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:07.220890,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:07.471705,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:07.722575,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:07.973372,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:08.224246,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:08.475115,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:08.725991,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:08.976734,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:09.227613,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:09.478573,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:09.729500,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:09.980371,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:10.231268,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:10.482142,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:10.733057,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:10.983859,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:11.234748,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:11.485616,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:11.736496,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:11.987313,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:12.238207,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:12.489129,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:12.740011,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:12.990927,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:13.241782,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:13.492624,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:13.743480,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:13.994376,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:14.245314,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:14.496165,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:14.747069,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:14.997929,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:15.248790,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:15.499635,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:15.750486,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:16.001423,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:16.252259,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:16.503090,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:16.753966,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:17.004830,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:17.255686,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:17.506612,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:17.757533,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:18.008376,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:18.259208,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:18.510048,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:18.760876,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:19.011716,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:19.262594,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:19.513490,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:19.764359,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:20.015200,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:20.265968,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:20.519359,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:20.770237,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:21.021262,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:21.272090,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:21.522918,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:21.773773,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:22.024600,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:22.275445,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:22.526322,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:22.777272,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:23.028141,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:23.279034,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:23.529874,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:23.782124,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:24.033431,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:24.284257,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:24.535141,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:24.786437,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:25.037347,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:25.288219,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:25.539065,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:25.789892,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:26.040680,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:26.291549,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:26.542380,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:26.793297,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:27.044185,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:27.295068,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:27.545916,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:27.796799,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:28.047754,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:28.298633,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:28.549440,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:28.800251,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:29.051163,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:29.302029,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:29.552863,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:29.803662,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:30.054543,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:30.305598,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:30.556476,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:30.807327,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:31.058621,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:31.309586,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:31.560476,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:31.811325,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:32.062174,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:32.313139,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:32.564045,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:32.814881,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:33.065722,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:33.316571,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:33.567469,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:33.818250,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:34.069190,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:34.320211,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:34.571126,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:34.822038,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:35.072852,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:35.323814,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:35.574659,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:35.825596,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:36.076477,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:36.327523,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:36.578400,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:36.829312,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:37.080175,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:37.331017,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:37.581830,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:37.832723,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:38.083564,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:38.334526,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:38.585474,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:38.836294,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:39.087233,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:39.338197,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:39.589140,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:39.840196,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:40.091045,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:40.341916,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:40.592902,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:40.843811,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:41.094796,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:41.345662,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:41.598162,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:41.849683,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:42.100702,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:42.351574,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:42.602464,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:42.853402,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:43.104267,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:43.355207,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:43.606111,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:43.857007,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:44.107947,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:44.358804,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:44.609674,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:44.860539,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:45.111391,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:45.362277,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:45.613225,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:45.864090,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:46.114925,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:46.365723,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:46.616530,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:46.867360,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:47.118232,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:47.369136,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:47.620111,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:47.871040,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:48.121916,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:48.372795,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:48.623656,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:48.874531,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:49.125502,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:49.376390,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:49.627243,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:49.878104,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:50.129003,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:50.379892,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:50.630822,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:50.881791,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:51.132682,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:51.383583,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:51.634445,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:51.885368,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:52.136244,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:52.387132,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:52.637993,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:52.888898,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:53.139698,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:53.390577,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:53.641562,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:53.892377,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:54.143316,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:54.394219,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:54.645195,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:54.896051,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:55.146842,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:55.397627,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:55.648558,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:55.899450,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:56.150610,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:56.401457,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:56.652216,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:56.903067,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:57.153894,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:57.404681,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:57.655503,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:57.906330,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:58.157232,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:58.408647,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:58.659519,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:58.912234,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:59.163394,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:59.414331,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:59.665258,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:08:59.916022,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:00.166889,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:00.417763,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:00.668606,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:00.919352,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:01.170193,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:01.421002,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:01.671894,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:01.922742,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:02.173557,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:02.424401,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:02.675240,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:02.925994,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:03.176815,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:03.428763,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:03.679607,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:03.930748,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:04.181650,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:04.432453,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:04.683321,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:04.934294,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:05.185223,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:05.436045,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:05.686888,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:05.937720,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:06.188575,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:06.439480,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:06.690336,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:06.941191,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:07.191987,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:07.442826,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:07.693731,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:07.944539,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:08.195364,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:08.446182,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:08.697124,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:08.947961,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:09.198789,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:09.449657,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:09.700500,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:09.951341,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:10.202205,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:10.453121,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:10.703951,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:10.954805,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:11.205673,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:11.456582,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:11.707362,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:11.958197,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:12.208956,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:12.459815,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:12.710641,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:12.961536,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:13.212355,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:13.463204,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:13.714026,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:13.964884,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:14.215828,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:14.466651,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:14.717520,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:14.968372,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:15.219302,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:15.470165,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:15.720992,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:15.971817,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:16.222686,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:16.473537,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:16.724360,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:16.975217,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:17.226085,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:17.476882,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:17.728230,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:17.979062,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:18.229836,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:18.480597,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:18.731424,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:18.982320,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:19.233193,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:19.484017,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:19.734835,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:19.985664,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:20.238978,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:20.489870,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:20.740726,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:20.991557,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:21.242377,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:21.493244,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:21.744058,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:21.994799,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:22.245640,0,0,0,0,0,0,0,0,0,0
2023-08-05 00:09:22.496530,0,0,0,0,0,0,0,0,0,0
