TIME,SPEED,RPM,Intake Temp.,MAF (g/s),Engine Load,Fuel Rail Press.,AFR,Long B2 Trim,Timing Adv.,Coolant Temp.
2023-08-04 23:47:28.250562,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:28.501414,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:28.752553,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:29.003415,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:29.254266,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:29.505151,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:29.756076,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:30.006925,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:30.257862,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:30.508777,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:30.759542,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:31.010479,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:31.261420,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:31.512264,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:31.763040,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:32.013873,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:32.264657,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:32.515488,0,0,0,0,0,0,0,0,0,0
2023-08-04 23:47:32.766297,0,0,0,0,0,0,0,0,0,0
